### NEW PROCESS PID=36476 at 15:08:25
15:08:25,1406,418,73,71,80,291,91,218,120
15:08:30,2850,994,206,214,138,368,122,344,234
15:08:35,2849,990,207,215,138,368,122,349,237
15:08:40,2857,993,207,215,138,368,123,351,239
15:08:45,3287,1335,208,240,172,373,126,393,280
15:08:51,3217,1287,207,229,162,373,126,403,287
15:08:56,3265,1352,203,229,165,373,130,431,314
15:09:01,3268,1397,200,225,164,368,125,434,319
15:09:06,3199,1274,202,235,172,374,130,444,327
15:09:11,3227,1335,202,222,159,374,128,444,325
15:09:16,3192,1286,202,228,165,374,129,458,342
15:09:21,3185,1305,201,216,154,374,128,466,349
15:09:26,3205,1306,201,222,161,374,128,450,332
15:09:31,3135,1240,205,218,152,374,127,452,334
15:09:36,3185,1273,204,230,166,374,123,461,341
15:09:42,3316,1418,204,231,166,374,123,476,358
15:09:47,3514,1628,204,224,159,374,123,508,389
15:09:52,3465,1583,204,222,157,374,123,517,401
15:09:57,3363,1436,204,245,180,374,122,521,405
15:10:02,3260,1365,204,227,162,374,122,498,379
15:10:07,3198,1302,200,223,162,374,122,498,378
15:10:12,3196,1303,201,224,162,374,122,498,379
15:10:17,3211,1305,202,225,162,374,122,499,380
15:10:22,3324,1392,209,229,161,379,122,506,387
15:10:28,3275,1294,209,229,167,383,125,508,390
15:10:33,3248,1290,206,226,162,383,125,506,383
15:10:38,3012,1200,169,189,164,383,125,505,381
15:10:43,2973,1185,161,181,164,383,125,505,381
15:10:48,2991,1190,161,181,165,383,125,505,381
15:10:53,3003,1176,158,178,169,383,125,505,381
15:10:58,2926,1155,159,179,163,378,124,506,382
15:11:03,2918,1155,158,178,163,379,124,506,382
15:11:08,2943,1182,159,185,167,379,125,517,396
15:11:14,2985,1184,159,205,187,379,126,521,399
15:11:19,2953,1176,160,192,173,379,125,522,399
15:11:24,3000,1233,159,188,170,379,125,522,402
15:11:29,2970,1185,159,195,177,379,125,522,401
15:11:34,2959,1181,157,193,177,379,125,522,401
15:11:39,2952,1179,156,192,177,379,125,522,401
15:11:44,2952,1179,156,192,177,379,125,522,401
15:11:49,2767,1104,128,164,177,379,125,521,400
15:11:54,2760,1102,127,163,177,379,125,521,400
15:11:59,2767,1104,128,164,177,379,125,521,400
15:12:05,2761,1102,127,163,177,379,125,521,400
15:12:10,2768,1104,128,164,177,379,124,521,400
15:12:15,2763,1102,127,163,177,379,124,521,400
15:12:20,2772,1105,129,165,177,379,124,522,400
15:12:25,2765,1103,128,164,177,379,124,522,400
15:12:30,2770,1105,129,165,177,379,124,522,400
15:12:35,2761,1103,128,164,177,379,124,522,400
15:12:40,2755,1101,127,163,177,379,124,522,400
15:12:45,2754,1100,127,163,177,379,124,522,400
15:12:51,2760,1100,127,163,177,379,124,522,400
15:12:56,2566,1018,101,137,177,379,124,521,398
15:13:01,2564,1017,100,136,177,379,124,521,398
15:13:06,2561,1017,100,136,177,379,124,521,398
15:13:11,2560,1017,101,137,177,379,124,521,398
15:13:16,2564,1017,101,137,177,379,124,521,398
15:13:21,2561,1016,101,137,177,379,124,521,399
15:13:26,2572,1017,102,138,177,379,124,522,399
15:13:31,2566,1019,103,139,177,379,124,522,399
15:13:36,2561,1017,102,138,177,379,124,522,399
15:13:41,2566,1019,103,139,177,379,124,522,399
15:13:47,2567,1017,102,138,177,379,124,522,399
15:13:52,2565,1017,102,138,177,379,124,522,399
15:13:57,2737,1089,126,162,177,379,124,523,400
15:14:02,2748,1089,128,164,177,384,125,523,400
15:14:07,2777,1096,131,170,180,384,125,524,400
15:14:12,2867,1116,143,170,171,387,137,528,402
15:14:17,2848,1093,143,170,171,387,137,528,401
15:14:22,2843,1091,142,169,171,387,137,528,402
15:14:27,2843,1091,142,169,171,387,137,528,402
15:14:32,2818,1085,135,162,171,387,137,528,401
15:14:38,2818,1085,135,162,171,387,137,528,401
15:14:43,2743,1067,132,159,171,387,131,528,401
15:14:48,2747,1067,132,159,171,387,131,528,401
15:14:53,2747,1067,132,159,171,387,131,528,401
15:14:58,2786,1087,137,164,171,387,131,528,401
15:15:03,2785,1086,137,164,171,387,131,528,401
15:15:08,2759,1079,133,160,171,387,131,528,401
15:15:13,2769,1080,134,161,171,387,131,528,401
15:15:18,2759,1079,133,160,171,387,131,528,401
15:15:23,2763,1079,133,160,171,387,131,528,401
15:15:28,2733,1068,129,156,171,387,131,528,401
15:15:34,2738,1069,130,157,171,387,131,528,402
15:15:39,2731,1068,129,156,171,382,130,528,402
15:15:44,2727,1068,129,156,171,382,130,528,402
15:15:49,2721,1067,127,154,171,382,130,528,401
15:15:54,2720,1066,127,154,171,382,130,528,401
15:15:59,2742,1074,130,157,171,382,130,528,402
15:16:04,2740,1074,130,157,171,382,130,528,402
15:16:09,2782,1099,129,163,178,382,130,528,402
15:16:14,2678,1098,113,141,171,382,128,535,405
15:16:19,2626,1035,109,137,171,387,129,535,405
15:16:24,2621,1033,108,136,171,387,129,535,405
15:16:30,2614,1033,108,136,171,387,129,535,405
15:16:35,2618,1033,108,136,171,387,129,535,405
15:16:40,2620,1034,108,136,171,387,129,535,405
15:16:45,2615,1032,107,135,171,387,129,534,405
15:16:50,2600,1025,105,133,171,387,129,534,405
15:16:55,2596,1025,105,133,171,387,129,534,405
15:17:00,2612,1030,107,135,171,387,129,534,405
15:17:05,2626,1034,108,136,171,387,129,534,405
15:17:10,2619,1033,107,135,171,387,129,534,405
15:17:15,2621,1035,108,136,171,387,129,534,405
15:17:20,2605,1031,106,134,171,382,128,534,405
15:17:25,2595,1030,105,133,171,382,128,534,405
15:17:30,2597,1030,105,133,171,382,128,534,405
15:17:36,2611,1035,106,134,171,382,128,534,405
15:17:41,2602,1033,105,133,171,382,128,534,405
15:17:46,2606,1033,105,133,171,382,128,534,405
15:17:51,2607,1033,105,133,171,382,128,534,405
15:17:56,2637,1048,109,137,171,382,128,534,405
15:18:01,2637,1049,110,138,171,382,128,534,405
15:18:06,2630,1045,108,136,171,382,128,534,405
15:18:11,2624,1045,108,136,171,382,128,534,405
15:18:16,2628,1045,108,136,171,382,128,534,405
15:18:21,2618,1043,105,133,171,382,128,534,405
15:18:26,2606,1032,107,135,171,382,128,534,405
15:18:31,2617,1039,110,138,171,382,128,534,405
15:18:36,2612,1037,109,137,171,382,128,534,405
15:18:42,2620,1038,109,137,171,382,128,534,405
15:18:47,2624,1038,109,137,171,382,128,534,405
15:18:52,2620,1038,109,137,171,382,128,534,405
15:18:57,2614,1038,109,137,171,382,128,534,405
15:19:02,2636,1043,111,139,171,382,128,534,405
15:19:07,2627,1042,110,138,171,382,128,534,405
15:19:12,2623,1042,110,138,171,382,128,534,405
15:19:17,2628,1041,110,138,171,382,128,534,405
15:19:22,2639,1048,111,139,171,382,128,534,405
15:19:27,2634,1048,111,139,171,382,128,534,405
15:19:32,2640,1048,111,139,171,382,128,534,405
15:19:37,2612,1042,104,132,171,382,128,534,404
15:19:43,2614,1042,104,132,171,382,128,534,404
15:19:48,2612,1042,104,132,171,382,128,534,404
15:19:53,2650,1061,108,136,171,382,128,534,405
15:19:58,2642,1059,107,135,171,382,128,534,405
15:20:03,2643,1059,107,135,171,382,128,534,405
15:20:08,2647,1059,107,135,171,382,128,534,405
15:20:13,2645,1059,107,135,171,382,128,534,405
